nama_makanan,kalori,protein,lemak,karbo,harga,harga_rp;
Renggi Goreng,471.0,4.7,21.8,64.1,,24000;
Saus Char siu (chinese BBQ),60.0,0.0,0.0,14.0,,24500;
Semur jengkol,212.0,6.0,10.0,29.1,,45000;
Chatime taro milk tea,399.0,2.0,12.0,70.0,,10500;
Biokul natural set yogurt,70.0,5.0,1.0,10.0,,23500;
Kambose,164.0,3.0,2.4,32.6,,33500;
Sarden ABC saus tomat,100.0,12.0,2.0,9.0,,30000;
Nasi gurih,190.0,4.7,7.5,26.0,,31000;
You C100 Orange water,160.0,0.0,0.0,40.0,,7000;
Diamond Milk Susu UHT Full Cream,120.0,6.0,6.0,10.0,,36000;
Kacang tolo / tunggak,331.0,24.4,1.9,56.6,,15000;
Keripik tempe abadi besar,556.0,15.8,37.1,39.8,,40000;
Sunduk lawang,181.0,1.9,1.3,32.4,,19500;
Susu Ultra Milk Rasa coklat 1000 ml,45.0,8.0,5.0,30.0,,14000;
Padamaran,171.0,3.9,8.9,18.8,,30500;
Karawila,25.0,2.3,0.2,3.5,,41000;
Nutrisari Yuzu Orange,45.0,0.0,0.0,10.0,,24500;
Kue bangen,442.0,3.3,14.7,74.2,,14500;
Burger Carl's Jr the big carl,920.0,47.0,58.0,56.0,,24500;
Coklat manis batang,527.0,2.0,29.8,62.7,,29500;
Moon tahu,128.0,8.0,10.0,1.3,,5500;
Bakwan,280.0,8.2,10.2,39.0,,41500;
Roti boong,341.0,5.5,16.2,43.3,,41500;
nestle honey star sereal,110.0,1.0,1.0,25.0,,14500;
Es krim Wall's oreo chocolate,140.0,2.0,4.0,21.0,,13000;
Minyak hati hiu,902.0,0.0,100.0,0.0,,7500;
Onde-onde,336.0,4.0,9.8,57.9,,5500;
Sarimi isi 2 ayam bawang,510.0,13.0,20.0,70.0,,42500;
Mie Kuah Gaga 100 Xtra Pedas  Jalapeno,120.0,9.0,13.0,43.0,,44000;
Kin bulgarian style yogurt strawberry,35.0,4.0,3.5,29.0,,31000;
Keripik tempe abadi prima,540.0,16.7,33.9,42.0,,40000;
Hokben Chicken karaage,340.0,25.0,20.5,15.0,,41000;
Kwaci,515.0,30.6,42.1,13.8,,10500;
Sawo duren,64.0,1.0,3.1,8.0,,25000;
Subway Turkey breast sandwich,280.0,18.0,3.5,46.0,,19000;
Qtela Tempe,110.0,4.0,7.0,8.0,,27500;
Marie salut cokelat,90.0,1.0,3.5,13.0,,19000;
Nabati HANSEL,70.0,2.0,4.0,7.0,,32000;
Kacang panjang biji,357.0,17.3,1.5,68.6,,38500;
Koro roay,344.0,12.5,2.1,69.4,,14500;
Bolu peca,197.0,3.3,4.6,35.6,,15500;
air putih / air mineral / air minum,0.0,0.0,0.0,0.0,,17000;
Mr. Bread Roti tawar gandum,199.0,7.0,3.0,36.0,,19500;
Wingko babat,355.0,3.2,15.1,51.4,,21500;
Permen frozz mint,0.0,0.0,0.0,1.0,,17500;
Frisian flag french vanilla low fat,110.0,7.0,2.5,16.0,,12500;
Cumi-cumi goreng,265.0,40.6,10.1,0.0,,17000;
Melinjo emping tipis goreng,485.0,11.5,24.5,59.1,,42000;
Beef teriyaki,151.0,8.6,3.1,22.3,,54000;
Saori Saus Tiram,5.0,0.0,0.0,2.0,,41000;
Mie Lemonilo ayam bawang,267.0,9.0,4.0,49.0,,10000;
Coklat pahit batang,615.0,5.5,42.6,29.2,,24000;
Supermi ayam Bawang,130.0,7.0,15.0,46.0,,9500;
Coco pops,120.0,2.0,0.5,26.0,,21500;
Ampas tahu kukus,75.0,4.1,2.1,10.7,,11500;
Cold Stone Creamery chocolate Devotion,870.0,13.0,45.0,108.0,,18000;
Lepok / Ubi rumput,181.0,2.8,1.2,39.8,,43000;
Permen mentos peppermint,5.0,0.0,0.0,1.0,,37000;
Pop mie kuah pedes dower,360.0,6.0,16.0,46.0,,26500;
Getuk goreng,360.0,1.3,6.4,74.3,,28500;
Laksa/Putu mayang,121.0,1.7,3.4,21.1,,13500;
Ultramilk law fat source of calcium,90.0,7.0,2.5,11.0,,20500;
Kacang urei,354.0,12.8,1.8,69.3,,11500;
Keju,326.0,22.8,20.3,13.1,,23500;
Sagu Lemak (Kue Sagon),452.0,2.8,14.8,76.8,,9500;
Masekat,369.0,2.1,7.0,74.1,,17500;
Coklat susu batang,565.0,9.0,35.0,53.6,,26000;
Es teh manis,90.0,0.02,0.0,23.44,,37000;
Keju cheddar,404.0,22.87,33.31,3.09,,34500;
Sawo kecik,111.0,0.9,2.3,21.6,,26500;
Keju kraft cheddar,70.0,4.0,5.0,2.0,,25000;
Starbucks hot caffe mocha (notfat milk),250.0,13.0,2.5,42.0,,43500;
Koya,366.0,4.2,4.3,77.5,,15000;
Mi golosor,71.0,0.2,0.8,15.9,,42000;
Good day cappuccino,170.0,1.0,3.5,32.0,,42000;
Kacang bogor kering,370.0,16.0,6.0,65.0,,29000;
Khong guan malkist seaweed,90.0,1.0,3.5,12.0,,25500;
Pocari sweat,70.0,0.0,0.0,17.0,,16000;
Starbucks iced caffe latte (wholemilk),120.0,8.0,7.0,13.0,,5500;
Susu kental manis,343.0,8.2,10.0,55.0,,25500;
Royco sup krim ayam,50.0,2.0,1.0,9.0,,21000;
Snow skin lotus paste mooncake,187.0,2.12,8.04,26.36,,19500;
Adem sari herbal lemon,60.0,0.0,0.0,16.0,,33500;
Wortel rebus,28.0,0.7,0.5,6.3,,23000;
Gekikara ramen 109 gram,160.0,9.0,18.0,74.0,,28500;
Kopi Indocafe coffemix 3 in 1,90.0,1.0,2.0,17.0,,14000;
Sprite 390 ml,0.0,0.0,0.0,25.0,,26500;
Nutri boost orange,170.0,2.0,1.5,37.0,,36500;
Rempeyek kacang tanah,513.0,17.5,32.5,44.3,,35500;
Kacang merah / banda,350.0,13.9,3.0,66.9,,34000;
Mr. Bread Roti tawar choco chips,227.0,7.0,5.0,38.5,,28500;
Royco kaldu sapi,0.0,0.0,0.0,0.0,,25000;
Frisian Flag kental manis kemasan ekonomis 560 gram,140.0,1.0,40.0,23.0,,37000;
Starbucks iced caffe latte (notfat milk),90.0,8.0,0.0,13.0,,41000;
Starbucks hot caffe latte (notfat milk),130.0,13.0,0.0,20.0,,12000;
Tempe kedelai murni goreng,350.0,24.5,26.6,10.4,,16500;
Chitato keripik kentang rasa original,100.0,1.0,5.0,12.0,,45000;
Khong Guan Malkist abon,80.0,2.0,3.0,13.0,,23500;
Oreo,140.0,1.0,6.0,21.0,,14000;
kurma,282.0,2.45,0.39,75.03,,40500;
Nopia spesial,387.0,5.3,7.6,74.3,,18000;
Cheesecake Factory Oreo dream extreme cheesecake,1620.0,17.0,99.0,178.0,,42500;
Sedaap Tasty bakmi ayam geprek matah,190.0,14.0,21.0,81.0,,10000;
Sate bandeng,283.0,12.1,16.8,20.9,,6000;
Saus sambal ABC,28.0,0.0,0.0,6.0,,38000;
Coklat Hershey's kisses milk chocolate,22.0,0.3,1.3,2.8,,7000;
Chitato fresh potato,110.0,1.0,6.0,12.0,,43000;
Oncom ampas kacang hijau,376.0,14.9,6.0,65.7,,43000;
good day mocacino,90.0,1.0,2.0,16.0,,31500;
Lamtoro var. lokal dengan kulit,336.0,23.8,1.2,59.7,,43500;
Teh botol sosro original,140.0,0.0,0.0,34.0,,19000;
Mcdonald Mc double,380.0,23.0,18.0,34.0,,7500;
Keripik tempe abadi telur,529.0,20.8,31.7,40.2,,41000;
Keripik tempe abadi sedang,510.0,12.3,27.9,52.4,,22000;
Goodday Funtastic mocacinno,140.0,3.0,2.5,26.0,,40500;
lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,160.0,8.0,3.0,25.0,,40500;
Wortel kukus,37.0,1.0,0.6,8.3,,36000;
Mie bendo,353.0,0.3,0.0,88.0,,14500;
Cheesecake Factory oreo milkshake,1680.0,27.0,94.0,183.0,,69500;
Roma Marie Gold,90.0,2.0,3.0,15.0,,19500;
Supermi Extra Mie Goreng rasa Ayam pangsit,510.0,10.0,21.0,70.0,,43500;
Mie sedap instan goreng kriuk,160.0,9.0,18.0,57.0,,24000;
Ice Cone,190.0,5.0,4.5,32.0,,14000;
TOPOKI Mujigae,410.0,11.0,7.0,78.0,,35500;
ABC EXO milk coffe,160.0,8.0,24.0,24.0,,38000;
Starbucks butter croissant,260.0,5.0,15.0,27.0,,59500;
Sagu sinole,354.0,0.8,8.3,68.9,,31000;
Nasi rames,155.0,10.3,4.2,19.1,,29000;
MAESTRO MAYONAISE,90.0,0.0,9.0,2.0,,38000;
Susu Ultra Milk Low Fat,90.0,7.0,2.5,11.0,,5500;
ROYCO BUMBU AYAM SAUS TELUR ASIN,30.0,1.0,1.5,2.0,,20500;
Keju parmesan,420.0,28.42,27.84,13.91,,16000;
Beras cerdas,350.0,2.7,1.1,82.3,,38500;
Indomie Goreng Rasa Rendang,150.0,9.0,16.0,59.0,,14000;
Biokul plain yogurt,90.0,5.0,0.5,15.0,,34000;
Mr. Bread Roti tawar kupas,119.0,4.5,2.0,21.5,,15500;
Mcdonald Mcnugget,270.0,15.0,16.0,16.0,,16500;
Teh Kotak Rasa Lemon,100.0,0.0,0.0,23.0,,42000;
SUN Bubur Bayi,160.0,4.0,2.5,31.0,,42000;
Getuk pisang,144.0,1.1,0.4,34.1,,14500;
Lupis ketan,164.0,1.8,2.1,34.5,,36500;
Kacang goyang,516.0,14.7,31.1,44.4,,28500;
Mie Sedaap Cup Mi Kuah Soto,370.0,8.0,16.0,48.0,,7500;
Nutricake Brownies Coklat,160.0,2.0,2.5,33.0,,19500;
Starbucks caffe americano,15.0,1.0,0.0,3.0,,37000;
vanhouten cocoa powder,120.0,6.0,4.0,15.0,,20000;
Tepung Arrowroot,355.0,0.7,0.2,85.2,,9000;
Honey Stars,110.0,1.0,0.5,25.0,,22500;
Bagea kw 1,416.0,6.5,9.4,76.3,,29000;
Tepung Mocaf,350.0,1.2,0.6,85.0,,20500;
Indomie mi rendang,420.0,9.0,16.0,59.0,,8000;
Origo coffe es kopi susu,191.0,6.23,7.22,25.88,,18500;
Mie Sedaap instan white curry,360.0,8.0,14.0,50.0,,39000;
Bantal,190.0,3.3,0.3,43.5,,28500;
Sarimi Gelas Rasa Soto Ayam,60.0,3.0,7.0,16.0,,30500;
MYTEA Teh Oolong 450 ml,0.0,0.0,0.0,18.0,,36000;
Kuaci Rebo green tea,110.0,6.0,9.0,2.0,,35000;
Nestle corn flakes,110.0,2.0,0.5,24.0,,8000;
Mi ABC cup soto ayam,280.0,7.0,13.0,34.0,,7500;
Kembang tahu,380.0,48.9,13.8,23.3,,26000;
Kacang sukro,484.0,8.8,26.1,57.7,,12000;
Susu dancow rasa coklat,160.0,5.0,6.0,23.0,,39000;
Starbucks cappuccino (wholemilk),140.0,7.0,7.0,12.0,,23000;
kopi seduh,5.0,0.74,0.0,0.42,,22500;
Cornetto Silverqueen,110.0,3.0,12.0,28.0,,43000;
Mie Lemonilo kari ayam,270.0,8.0,5.0,48.0,,40500;
Bamboe Bumbu Rawon,15.0,1.0,1.5,2.0,,42500;
Kacang mete/biji jambu monyet goreng,629.0,20.4,56.3,19.8,,16500;
Kotiu hinela tawang nggole,46.0,2.2,1.5,6.0,,29500;
Fruit Tea yuzu,220.0,0.0,0.0,54.0,,30000;
yuzu tea,140.0,0.0,0.0,34.0,,29000;
Keju Snow Brand Cheddar,100.0,5.0,8.0,2.0,,43500;
Sonice Chicken nugget,250.0,16.0,14.0,14.0,,10000;
KFC extra crispy paha bawah,170.0,10.0,12.0,5.0,,39000;
SUPERIOR Bihun Jagung urai,250.0,0.0,0.0,61.0,,21500;
Roti warna sawo matang,249.0,7.9,1.5,49.7,,29500;
Paria putih kukus,16.0,0.8,0.2,3.4,,19500;
Burger double whopper,900.0,48.0,58.0,49.0,,39000;
Keripik tempe abadi murni,542.0,40.3,42.4,11.6,,31500;
Kerupuk kemplang panggang,356.0,9.7,1.1,76.9,,28000;
Woku ubi,143.0,3.1,7.8,15.0,,27500;
Fox's Fruits,15.0,0.0,0.0,4.0,,37000;
Keju greenfields ricotta,110.0,4.0,9.0,2.0,,36500;
Indomie goreng Jumbo,560.0,21.0,13.0,80.0,,44500;
Cimory Yogurt Squeeze Peach,70.0,2.0,2.0,11.0,,5500;
Melinjo emping tebal goreng manis,439.0,10.0,16.4,65.7,,38000;
Yogurt frozen pinkberry (Besar),390.0,15.0,1.0,81.0,,14000;
Sagu lempeng,347.0,0.9,0.3,85.2,,34000;
Bamboe soto daging,5.0,1.0,0.5,2.0,,16000;
Saladstop Hail caesar w/o chicken,471.9,22.8,34.3,19.0,,20000;
Masako Kaldu Ayam,0.0,0.0,0.0,0.0,,10000;
Enting-enting gepuk hello kity,538.0,13.6,30.3,52.6,,38500;
Cimory Fresh Milk Cashew,260.0,10.0,9.0,33.0,,23500;
Outback steackhouse Victoria's Filet,320.0,53.0,12.0,0.0,,19000;
Kereput,580.0,4.8,39.6,51.1,,15000;
Kopi Indocafe cappuccino,110.0,2.0,3.0,19.0,,17000;
Rambutan binjai,76.0,0.5,0.2,18.0,,15500;
nestle sereal corn flakes,110.0,2.0,0.5,24.0,,28500;
Yangko,254.0,3.0,1.1,58.1,,44500;
Gurandil,218.0,0.5,2.5,48.5,,13000;
Kapusa,158.0,4.4,3.2,27.8,,20000;
Tumis bayam bersantan,48.0,1.4,4.2,2.6,,32000;
Dodol Banjarmasin,368.0,2.6,8.6,70.0,,26500;
Mixed nut and Ham Mooncake,245.0,5.4,15.3,21.38,,12500;
Good time double choc,30.0,1.0,3.5,11.0,,36500;
Nestle Carnation (kental manis),100.0,1.0,3.0,17.0,,36500;
Bagea kelapa asin,450.0,3.2,13.9,78.1,,36500;
Yogurt greek heavenly blush honey,180.0,5.0,10.0,18.0,,19000;
Mie gaga,330.0,9.0,13.0,45.0,,43500;
Susu Ultra Rasa Strawberry,140.0,6.0,3.5,22.0,,15500;
Coklat bubuk,311.0,8.0,4.0,48.9,,32000;
Mcdonald Double cheeseburger,430.0,25.0,21.0,35.0,,37500;
WRP on the go (cokelat),150.0,7.0,3.0,24.0,,8000;
Ikan Gete goreng,267.0,23.1,19.4,0.2,,13500;
Lemon pepper (classic wings),180.0,15.0,13.0,1.0,,42500;
Kue jahe,425.0,1.6,8.8,84.6,,44000;
Susu Ultra Milk Full cream (kotak),150.0,8.0,8.0,12.0,,15500;
Kacang mete/biji jambu monyet,616.0,16.3,48.4,28.7,,14000;
Qtela tempe original,70.0,4.0,7.0,8.0,,38500;
Biji kopi,399.0,12.4,15.4,62.7,,7500;
Super Bubur dengan kuah kari,35.0,3.0,3.5,36.0,,42500;
Tepung hunkwe (pati kacang ijo),364.0,4.5,1.0,83.5,,14500;
Bakso,202.0,12.41,13.16,7.58,,8500;
Sirup Tropicana sirup slim sirup orange,5.0,0.0,0.0,0.0,,16000;
Bagea kw 2,382.0,0.3,3.5,87.2,,22000;
Permen Mintz Duomint,0.0,0.0,0.0,2.0,,17000;
Morin Mixed fruit Jam,0.0,0.0,0.0,11.0,,39000;
.Heavenly Blush,90.0,2.0,2.5,15.0,,31500;
Eskrim paddle pop choco magma,70.0,1.0,2.5,12.0,,44500;
Susu ibu - ASI,62.0,1.5,3.2,7.0,,42000;
Pop mie rasa kari ayam,350.0,7.0,16.0,45.0,,6000;
Starbucks hot caffe latte (whole milk),230.0,12.0,12.0,19.0,,23500;
Lays 14g,70.0,1.0,7.0,10.0,,10500;
Starbucks java chip frappuccino (wholemilk),350.0,7.0,5.0,68.0,,19000;
Bungkil kacang tanah,336.0,37.4,13.0,30.5,,34500;
Biskuit choco mania,100.0,1.0,4.5,14.0,,44500;
Putri selat,163.0,2.2,6.5,13.8,,36000;
Yogurt greek yummy blueberry,140.0,8.0,3.5,19.0,,36500;
Teh hitam daun kering,293.0,24.5,2.8,58.8,,16000;
abc kopi susu,130.0,1.0,2.5,27.0,,19500;
Es krim Aice coklat sundae,100.0,2.0,4.0,14.0,,32000;
Susu WRP loses weight coklat,220.0,14.0,6.0,27.0,,44500;
ABC Kecap Asin,5.0,1.0,0.0,1.0,,14500;
Kacang bogor segar,165.0,7.7,3.1,27.4,,43000;
Chatime pearl milk tea,374.0,1.0,11.0,67.0,,17000;
Aqua,0.0,0.0,0.0,0.0,,38500;
Bingka,273.0,5.3,10.6,39.1,,22500;
Enting-enting wijen,565.0,18.2,38.4,36.8,,16000;
Oyek,351.0,0.9,0.9,84.9,,27500;
Rujak aceh,82.0,0.4,0.3,19.7,,34500;
Keripik kemplang goreng,504.0,5.6,28.1,57.1,,44000;
Bungkil kelapa,368.0,23.0,15.0,40.0,,43500;
Bamboe soto ayam,10.0,1.0,1.0,2.0,,9500;
Geplak Jahe,462.0,3.1,14.4,57.7,,20000;
Dodol kedongdong,331.0,1.9,7.6,63.8,,30000;
Ubi Cilembu,186.0,1.9,0.2,44.3,,30500;
Bungkil biji karet,333.0,29.3,3.3,50.0,,13500;
Monde Boromon Wafers rasa Vanila,60.0,1.0,7.0,16.0,,12000;
Good Day Cappuccino With Cocoa Granule,110.0,1.0,2.5,21.0,,6000;
Starbucks hot caramel macchiato (wholemilk),280.0,10.0,11.0,35.0,,18500;
Tahubaxo rebus,109.0,11.0,0.0,16.0,,39500;
Meises coklat,120.0,0.0,4.0,20.0,,38000;
Batar daan,107.0,2.2,2.2,19.6,,32500;
Nasi Goreng,500.0,7.0,34.4,40.2,,15000;
Baruasa,417.0,6.5,8.2,79.3,,44500;
Omelet Mie Telur,500.7,14.3,24.3,54.5,,11500;
Saladstop Sunshine jakarta,556.6,45.2,26.6,50.7,,16500;
Sarimi isi tongseng ayam,560.0,11.0,23.0,76.0,,36000;
Susu Rasa Taro,130.0,5.0,4.0,18.0,,44500;
Masako Daging Sapi,0.0,0.0,0.0,0.0,,7500;
Koya mirasa,370.0,8.0,1.0,82.2,,40000;
Sasa tepung bakso goreng,90.0,1.0,0.0,21.0,,38000;
Mizone,45.0,0.0,0.0,11.0,,12500;
Fillet o-fish,270.0,12.3,15.9,19.3,,11000;
Monde Snack Gold,20.0,2.0,2.5,16.0,,36500;
Mony Oats Dark Choco Flavour,50.0,0.0,20.0,7.0,,13500;
Subway black forest ham sandwich,290.0,18.0,4.5,46.0,,44500;
Tempe lamtoro var. gung dengan kuit,146.0,11.7,2.3,19.6,,40500;
Silky Pudding Taro Flavour,15.0,2.0,1.5,16.0,,5000;
Niu Zuzu rasa coklat,120.0,2.0,3.0,22.0,,33500;
Delfi ChaCha Peanut,160.0,3.0,8.0,17.0,,39000;
Bihun goreng instan,381.0,6.1,3.9,80.3,,32500;
Mie ayam,102.0,6.2,3.9,10.5,,29500;
Nongshim Shin cup,309.0,10.9,6.0,46.8,,8000;
Teh botol tawar,0.0,0.0,0.0,0.0,,39500;
Biji nangka / Biji salak,262.0,2.3,5.4,51.1,,33000;
Emping (keripik melinjo),345.0,12.0,1.5,71.5,,20000;
Origo coffe avocado coffe,160.0,4.04,6.02,22.46,,36500;
Subway sweet onion chicken teriyaki sandwich,370.0,25.0,4.5,58.0,,30000;
Komak polong,99.0,3.3,0.1,21.2,,28000;
Hazelnut,628.0,14.95,60.75,16.7,,65000;
Sariroti roti tawar kupas,110.0,3.0,2.0,19.0,,33000;
Mie bakso,114.0,5.3,3.0,16.4,,14000;
Kin bulgarian yogurt orange,150.0,3.0,2.5,28.0,,21500;
Tapai singkong,169.0,1.4,0.3,40.2,,36500;
Biskuit serena egg rolls chocolate,80.0,1.0,4.5,8.0,,20000;
Ikan Mujahir / mujair goreng,416.0,46.9,23.9,0.0,,10500;
Kue ku temu,214.0,3.5,0.2,49.6,,23500;
Coklat Ferrero rocher,238.0,3.0,16.0,18.0,,44000;
Outback steackhouse outback special,280.0,51.0,9.0,0.0,,40500;
The coffe bean & tea leaf mocha ice blended drink,350.0,11.0,7.0,67.0,,32000;
Indomie goreng,380.0,8.0,14.0,54.0,,22000;
Nestle nestum,130.0,3.0,1.5,27.0,,17500;
Indofood cap enak (kental manis),120.0,1.0,4.0,21.0,,5500;
Pastel,307.0,4.5,13.3,42.4,,5500;
Momogi Bintang Coklat,50.0,1.0,3.0,6.0,,43000;
King's Fisher sarden goreng balado,120.0,8.0,8.0,4.0,,39000;
Kewpie Caesar,70.0,1.0,6.0,3.0,,12500;
Getuk singkong,204.0,0.5,1.4,47.4,,39000;
Kenari banda,616.0,13.9,56.2,13.7,,5500;
Indomie ayam geprek,410.0,9.0,20.0,49.0,,29500;
Oncom kacang tanah pepes,132.0,11.7,3.8,13.7,,18500;
Putri hijau,189.0,5.4,2.1,37.2,,25500;
Nestle Milo 3in1 Activ-Go (Malt),140.0,4.0,3.0,25.0,,32000;
Tiwul Instan,395.0,3.2,8.5,76.5,,28500;
Lanting getuk,422.0,0.9,10.8,80.4,,12000;
Oncom,187.0,13.0,6.0,22.6,,15000;
Nasi minyak,207.0,3.5,5.0,37.1,,33000;
Starbucks green tea frappuccino (whole milk),320.0,5.0,4.5,64.0,,43500;
Kue Kelepon,215.0,3.7,3.7,41.8,,21500;
ABC Selera pedas hot gulai chicken,270.0,7.0,12.0,34.0,,22000;
Royco sup krim jagung,70.0,1.0,2.0,11.0,,40000;
BANGO Kecap Manis Light,40.0,0.0,0.0,10.0,,33000;
Happy Tos Tortilla Chips,60.0,2.0,7.0,16.0,,42000;
super bubur rasa ayam,170.0,3.0,3.0,32.0,,29000;
Yoshinoya Veggie beef bowl (Large bowl),960.0,35.0,29.0,141.0,,64000;
Intip goreng,474.0,7.6,21.6,62.3,,18500;
Suki Rasa Ayam Kecap,100.0,2.0,4.0,13.0,,32000;
Mie Sedaap baso spesial,340.0,9.0,13.0,47.0,,41000;
Naraya melon seed,130.0,6.0,10.0,2.0,,41500;
You C1000 vitamin lemon,700.0,0.0,0.0,16.0,,36500;
Kopi Good day the original,90.0,1.0,2.5,16.0,,16500;
Naraya Coklat Cookies,50.0,1.0,3.0,6.0,,29500;
Susu On gold standard whey,120.0,20.0,1.8,3.0,,41500;
Sariroti roti tawar gandum,190.0,6.0,3.5,32.0,,41500;
King's Fisher sarden sambal bangkok,70.0,8.0,2.0,6.0,,36500;
Ultra Sari Asem Asli,130.0,0.0,0.0,32.0,,21500;
Sagu aren segar,231.0,0.6,0.2,56.6,,25000;
Koyabu,241.0,3.4,4.3,47.2,,43000;
Buah kelor,38.0,1.5,0.2,7.5,,27500;
Mie Sedaap Cup Mi Kuah Bakso,350.0,8.0,15.0,45.0,,31000;
Martabak mesir,278.0,5.1,8.6,45.0,,14000;
Croissant,180.0,3.0,9.0,21.0,,13000;
Hokben Tori Ball,250.0,7.0,14.0,15.0,,20000;
Beras ganyong,364.0,3.4,0.7,86.3,,34500;
MR.P Cashewnuts,250.0,7.0,19.0,11.0,,15500;
Dodol bali,298.0,3.7,2.1,65.9,,11500;
Origo coffe strawberry kopi susu,108.0,2.43,4.34,12.55,,19000;
Permen KIS mini assorted,30.0,0.0,0.0,7.0,,38500;
Keju kcang tanah (peanut butter),590.0,27.0,49.0,20.9,,68500;
donat Krispy kreme mini original glazed,83.3,1.0,4.3,10.0,,41000;
Sarimi Gelas Rasa Baso Sapi,50.0,2.0,6.0,18.0,,8500;
Dalgona coffe,306.0,9.25,7.05,52.77,,15500;
Lousiana rub (classic wings),171.0,15.0,12.0,1.0,,30500;
Outback steackhouse Ribeye,540.0,58.0,35.0,0.0,,5500;
Bonchon Spicy wings,800.0,56.0,54.0,18.0,,11000;
Talas bogor kukus,120.0,1.5,0.3,28.2,,14500;
Maya Sardines Chili sause,180.0,12.08,2.11,2.6,,36000;
Good Day rock caramello 3 in 1 200g,40.0,1.0,4.5,14.0,,44500;
PRONAS Sarden saus pedas (425 g),80.0,8.0,4.0,2.0,,33500;
Chitato,110.0,2.0,6.0,11.0,,11000;
Rambutan,69.0,0.9,0.1,18.1,,9000;
Sawo Manila,92.0,0.5,1.1,22.4,,22000;
Kerupuk cumi goreng,444.0,6.9,14.6,71.3,,19500;
Gemblong,274.0,1.7,5.4,55.5,,29500;
Pop mie rasa baso,140.0,8.0,15.0,47.0,,10000;
Saos tomat,110.0,2.0,0.4,24.5,,45000;
Sariroti sandwich coklat,150.0,3.0,6.0,21.0,,7500;
Sagu manis,287.0,0.5,3.9,62.4,,30000;
Lemonia Biscuit,45.0,1.0,5.0,13.0,,31500;
Kangkung tondano,43.0,1.8,0.2,8.4,,39000;
Mie telur cap 3 ayam,230.0,8.0,0.0,49.0,,24000;
Tepung Gaplek,345.0,2.4,0.4,83.1,,44000;
Tempe kedelai murni mentah,201.0,20.8,8.8,13.5,,9000;
Flax seeds,534.0,18.29,42.16,28.88,,16500;
Starbucks hot caramel macchiato (nonfat milk),200.0,11.0,1.5,36.0,,37500;
Bango Bumbu Kuliner Nusantara Tongseng Khas Solo,15.0,0.0,1.5,5.0,,34000;
Bobengka,225.0,5.3,2.6,45.2,,5500;
Pizza hut deluxe cheeses,150.0,6.0,6.0,17.0,,67000;
Mi ABC cup baso sapi,290.0,7.0,13.0,34.0,,23500;
Nasi merah,149.0,2.8,0.4,32.5,,18000;
Bagea kenari manis,523.0,3.2,28.2,64.2,,7000;
Teh Javana,0.0,0.0,0.0,28.0,,44500;
Biokul greek  yogurt,160.0,6.0,12.0,6.0,,38500;
Frisian flag sweet delight,150.0,6.0,6.0,20.0,,39000;
Ahh Nabati Richeese,10.0,0.0,1.0,3.0,,46500;
Indomie mi kuah,300.0,7.0,11.0,43.0,,7500;
Saladstop bold bulgogi,411.8,17.7,25.7,30.6,,28500;
Kue sus,221.0,7.5,10.2,24.8,,20500;
Dodol galamai,348.0,0.4,3.8,76.1,,5000;
Ketoprak,153.0,7.9,7.7,13.0,,15500;
Kue koa,340.0,4.8,0.4,79.3,,10500;
Keju mozzarella,280.0,27.5,17.1,3.1,,23000;
Permen frozz lime mint,0.0,0.0,0.0,1.0,,28000;
Eskrim magnum white almond,230.0,3.0,14.0,23.0,,31000;
Pop mie mie goreng pedas,370.0,6.0,17.0,49.0,,31500;
Berilla Collezione Lasagne all'uovo,370.0,11.0,4.0,71.0,,43500;
Roma Sandwich,140.0,2.0,7.0,17.0,,18000;
Kacang negara,480.0,18.4,19.1,58.5,,39000;
Piattos Sambal Geprek Flavor,45.0,1.0,5.0,13.0,,6000;
Japilus,500.0,1.2,25.1,67.3,,9500;
Ribeye,217.0,19.8,15.21,0.11,,11000;
Nutrijell pudding suus rasa vanila (120 g),40.0,0.0,0.5,8.0,,41000;
Mie sedaap kari spesial,340.0,8.0,13.0,48.0,,23500;
Burger Carl's Jr california classic double cheeseburger,600.0,23.0,39.0,41.0,,79500;
The coffe bean & tea leaf matcha ice blended drink,410.0,16.0,9.0,67.0,,28000;
Permen mentos spearmint,5.0,0.0,0.0,1.0,,23000;
Teh Kotak Rasa Apel,100.0,0.0,0.0,24.0,,20000;
Santan (dengan air),122.0,2.0,10.0,7.6,,44500;
Mi basah,88.0,0.6,3.3,14.0,,17500;
Sagu forno,291.0,0.5,4.0,63.4,,35000;
Gado-gado,137.0,6.1,3.2,21.0,,31500;
Coklat Hershey's milk chocolate,22.0,0.3,1.3,2.8,,42500;
Mie aceh rebus,113.0,3.0,3.2,18.1,,5500;
Jagung gerontol,156.0,2.7,1.3,33.3,,22000;
Puff pastry sheet,200.0,3.0,13.0,18.0,,16500;
Melinjo emping tebal goreng asin,431.0,11.1,16.2,63.0,,31500;
Yogurt greek yummy original,140.0,7.0,4.0,17.0,,38000;
Sayur sop,27.0,1.3,2.0,1.0,,12000;
Pulut,216.0,2.6,3.1,44.4,,41500;
Nutrisari jus mangga,60.0,0.0,1.0,13.0,,9500;
dancow susu bubuk fortigro full cream,120.0,6.0,7.0,10.0,,38000;
Pork loin,198.0,19.74,12.58,0.0,,24500;
Cake tape,323.0,4.9,11.5,50.1,,27500;
